id,text,tags,colors
20020,Digital Obsession,metallic;gray;orange;logo;tech,gray;black
20021,Digital Obsession,red;stripes;logo;tech,red;black;pink;white
20022,Digital Obsession,blue;grid;logo;tech,blue;black
20023,Obsession,fire;orange;abstract;logo,brown;orange
20036,Obsession,blue;purple;abstract;logo,blue
20037,Obsession,orange;abstract;sky;logo,orange;brown;red;gray
20038,Digital Obsession,anime;eyes;face;blue,blue;white
20039,Digital Obsession,binary;gray;tech;gradient,gray;white
20040,Not Your Ordinary Obsession,clouds;sky;blue;gradient,blue;gray;white;black
20041,Digital Obsession,clouds;sky;gradient;blue,blue;white
20042,ruobsessed?,metallic;logo;gray;tech,gray;white;blue
20043,Digital Obsession,red;waves;logo;abstract,red;gray;brown
20044,Obsession,green;sparkle;logo;abstract,green
20045,Obsession,sepia;abstract;logo,gray;yellow
20046,Obsession,dark;gray;abstract;logo,gray;black;white
20047,Digital Obsession,texture;rock;brown;photo,brown;gray;black
20048,,eye;blue;swoosh;gradient;iconvicts,blue;white
20049,iconvicts,eye;red;logo;grunge,red;brown
20050,iconvicts,eye;gray;logo;grunge,gray
20051,iconvicts,eye;blue;logo;gradient,blue;white
20052,iconvicts,eye;green;logo;dark,black;green
20053,iconvicts,eye;cyan;logo;electric,cyan;white;gray;blue
20054,iconvicts,eye;gray;logo;metallic,gray;white
20055,iconvicts,eye;gold;logo;fur,brown;orange
20056,iconvicts,eye;green;marble;logo,gray;green;cyan
20057,iconvicts,eye;white;gray;logo,white;gray
20058,Digital Obsession,gold;logo;gradient,brown;orange;gray
20059,Digital Obsession,blue;logo;gradient;tech,blue
20060,Blood Obsession,blood;red;grunge;logo,red
20061,Death Obsession,death;blue;grunge;logo,gray;blue
20221,ABUSE,orange;gradient;grunge;logo,orange;brown
20251,Minotaur,axe;battle axe;weapon;fantasy,white
20351,,blue;abstract;dark;tech,blue;gray
20352,,gray;gradient;face;dark,gray
20353,,pixel font;black and white;blocky;minimal,white;gray;black
20354,,pixel font;yellow;black;blocky,yellow;gold;black
20355,,red;black;blocky;glyphs,red;black
20356,,pink;landscape;ui;gradient,gray;pink;red
20357,,sketch;white;abstract;texture,white;yellow
20358,,gold;brown;texture;sepia,yellow;brown;orange
20359,,gold;brown;texture;sepia,brown;black;orange
20360,,brown;abstract;dark;texture,gray;brown;pink
20361,,glow;orange;fire;spaceship,white;red;orange
20362,,gray;sketch;abstract;tech,white;gray
20363,,space;planet;stars;gray,white;gray
20450,://Aftermath,marathon;bungie;binary;gray;video games,white;gray
20451,AM,marathon;bungie;weapon;gun;video games,brown;orange
20452,Portal of Sigma,marathon;bungie;purple;video games;sci-fi,purple;blue;gray
20453,anomatic,marathon;bungie;blue;logo;video games,blue;black
20454,anomatic,gray;metallic;logo,gray
20455,://Marathon Red,marathon;bungie;red;video games;sci-fi,black;red;gray
20501,Myth,myth;bungie;video games;warrior;fantasy,brown;gray;white
20651,,anime;face;eyes;purple;gradient,purple
20751,Slayer,halo;bungie;game mode;blue;video games,blue;black
20752,King of the Hill,halo;bungie;game mode;crown;blue,blue;black
20753,Capture the Flag,halo;bungie;game mode;flag;ctf,blue;black
20754,Oddball,halo;bungie;game mode;skull;blue,blue;black
20755,,halo 2;halo;master chief;bungie;xbox,gray;brown
20756,,halo 2;halo;master chief;bungie;xbox,gray;white
20757,,triangle;red;dark;fantasy;creature,black;red;brown
20758,,pixel art;yellow;ui;robot,yellow;gray;gold
21001,Photoshop,adobe;photoshop;software;logo,red;orange
21002,ImageReady,adobe;imageready;software;eye;logo,gray;red;blue
21003,GoLive,adobe;golive;software;logo,yellow;orange;gold
21004,GraphicConverter,graphicconverter;mac;software;house;icon,white;gray
21006,InternetExplorer,internet explorer;microsoft;browser;software;logo,blue;gray
21007,Outlook Express,outlook express;microsoft;email;software,yellow;white;green;gray
21008,Netscape,netscape;browser;software;logo,gray
21009,Tex-Edit Plus,tex-edit;mac;software;text editor,gray;red;blue
21010,REALbasic,realbasic;software;programming;cube;green,green;red;gray
21011,Transmit,transmit;panic;ftp;mac;software,gray;white;yellow
21013,Norton AntiVirus,norton;antivirus;symantec;software,yellow;gray;red
21014,SoundJam MP,soundjam;mp3;music;software;mac,green
21015,Narcotics Anonymous,narcotics anonymous;logo;collage,yellow;gray
21016,PLAYDIUM,playdium;dark;tech;logo,black;blue
21017,Underground,london underground;stripes;red;blue,white;blue;red
21018,,tide;detergent;brand;logo;orange,orange
21019,ecko,ecko;ecko unltd;clothing;brand;logo,black;red
21020,Quality Papers,rolling papers;brand;logo;red,red
21021,Quality Papers,rolling papers;brand;logo;blue,blue;gray
21022,Magnum Larger Condoms Trojan,trojan;condoms;brand;spartan helmet;logo,white;gray
21023,Blue,water;ocean;blue;waves,blue
21024,Mac OS X,mac os x;apple;mac;aqua;ui,blue;white
21025,LinuxMall.com,linux;tux;penguin;logo,white;gray
21026,240SX,nissan;240sx;car;gray,white;gray
21027,,atari;logo;black and white;retro,white;gray;black
21282,[Na],anime;girl;pink;face,pink;red;gray
21301,Wideload Icons,red;title;header;logo,red
21302,Wideload,stubbs the zombie;zombie;video games;yellow,gray;gold
21401,zombie army,stubbs the zombie;zombie;video games;gray;ui,gray;white
21402,brains,stubbs the zombie;zombie;brains;video games;horror,gray;white;black
21403,'s brains,stubbs the zombie;zombie;heart;green;horror,black;green;gray
21701,Misc. Video Game Icons,video games;title;header;red,red;gray;white
21702,,video games;art;red;teal;fantasy,black;gray;cyan
21703,,video games;art;teal;white;fantasy,cyan;white
21704,,killzone;helghast;soldier;glowing eyes;video games,gold;brown;orange;yellow
21705,,killzone;helghast;soldier;glowing eyes;video games,gray;brown;black
21706,,star wars;republic commando;clone trooper;helmet;video games,black;gray
21707,,soldiers;video games;screenshot;military,gray;brown
21708,,forest;trees;video games;screenshot,white;gray
21709,,jungle;palm;video games;screenshot,gray;white;blue
21710,,zelda;triforce;legend of zelda;nintendo;video games,blue
21711,,mario;super mario;nintendo;pixel art;piranha plant,orange;green
21712,,toad;mario;nintendo;mushroom;red,red;white;pink
21713,,video games;cartoon;yellow;pixel art,brown;orange;yellow
21714,,video games;dark;blue;screenshot,gray;blue
21715,Metal Slug,metal slug;snk;video games;explosion;arcade,red;orange;brown
21716,Bomberman,bomberman;video games;pixel art;hudson,gray;white
21901,Apple,apple;apple logo;mac;gray;metallic,white;gray
21902,Apple,apple;apple logo;mac;gray;metallic,white;gray
21903,Apple,apple;apple logo;mac;gray;metallic,white;gray
21904,Apple,apple;apple logo;mac;gray;mouse,white;gray
21905,Apple,apple;apple logo;mac;ipod;gray,white;gray
21906,Apple,apple;apple logo;mac;gray;metallic,gray;white
21951,,aqua teen hunger force;meatwad;adult swim;cartoon,brown;red
21952,,aqua teen hunger force;mooninite;adult swim;cartoon;pixel art,blue;white;green
21953,Sewiouswy.,cartoon;seriously;funny;white,white;gray
21954,,penny arcade;webcomic;cartoon;face;blue,blue;gray
22001,Linkin Park,linkin park;band;music;rock;logo,gray;black
22002,Linkin Park,linkin park;band;music;rock;logo,cyan;gray;red
22004,LP Underground,linkin park;band;music;rock;logo,white;red;gray
22005,Devils Night,d12;devils night;eminem;rap;music,gray;black
22006,Eminem,eminem;rap;hip hop;music;middle finger,gray;white
22007,Trust Co.,trust company;band;music;star;rock,black;gray
22008,Kompressor,kompressor;music;face;dark,black;gray
22010,Lagwagon,lagwagon;band;punk;music,green;gold;yellow
22011,Pennywise,pennywise;band;punk;music,gray;white
22012,Rancid,rancid;band;punk;music;blue,blue;gray
22013,The Distillers,the distillers;band;punk;music;black and white,black;gray;white
22084,[Na],anime;girl;pink hair;green eyes;face,gray;pink;yellow;white
22101,ICP,icp;insane clown posse;juggalo;music;sepia,brown;orange
22102,Carnival of Carnage,icp;insane clown posse;juggalo;joker's card;music,pink;blue;red;purple
22103,Ringmaster,icp;insane clown posse;juggalo;joker's card;music,orange;brown;gray
22104,Riddle Box,icp;insane clown posse;juggalo;joker's card;music,pink;green;yellow
22105,Great Milenko,icp;insane clown posse;juggalo;joker's card;music,red;gray
22106,Jeckel Bros.,icp;insane clown posse;juggalo;joker's card;music,yellow;orange;red
22107,Tunnel Of Love,icp;insane clown posse;juggalo;music;pink,red;pink
22108,Pumpkin Carver,icp;insane clown posse;juggalo;music;gray,gray;white
22109,mutilation MIX,icp;insane clown posse;juggalo;music;clown,purple;red
22110,ICP forgotten freshness,icp;insane clown posse;juggalo;music;blue,blue;red
22111,,icp;insane clown posse;hatchetman;juggalo;clown,blue;gray
22151,Tara Reid,tara reid;actress;celebrity;woman;blonde,white;orange
22152,,woman;face;photo;blue;purple,blue;gray;white
22153,,men;faces;sunglasses;photo;movie,gray;white
22154,Yoda,yoda;star wars;jedi;pixel art;green,green;red
22201,Blade II,blade;blade 2;movie;vampire;marvel,gray;black;white
22202,,blade;vampire;movie;red;horror,white
22203,A Clockwork Orange,a clockwork orange;kubrick;movie;eye;black and white,gray;black
22204,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;movie,purple;brown;blue;gray
22205,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;movie,purple;gray;brown;blue
22206,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;movie,purple;brown;gray;blue
22207,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;movie,blue;white;brown;gray
22208,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;eyes;movie,brown;blue
22209,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;elf;movie,blue;brown;gray
22210,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;green,green;brown
22211,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;eyes;green,green;brown
22212,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;blue,blue;gray
22213,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;gold,orange;brown
22214,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;eyes;gold,orange;brown;yellow
22215,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;cyan,blue;gray;cyan
22216,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;blue,blue;gray
22217,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;eyes;old man,blue;gray
22218,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;beard,brown;gray;blue;red
22219,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;dwarf;beard,brown;gray;red
22220,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;man,brown
22221,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;blue,gray;blue;brown
22222,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;eyes,gray;brown
22223,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;eye;creature,gray;brown
22224,Lord of the Rings,lord of the rings;lotr;gollum;tolkien;eyes;creature,gray
22225,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;man,brown;orange
22226,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;man,brown;orange
22227,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;face;elf,brown;gray;orange
22228,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;creature;green,gray
22229,Lord of the Rings,lord of the rings;lotr;one ring;tolkien;orc;monster,gray
22230,Lord of the Rings,lord of the rings;lotr;tolkien;movie;landscape,gray;black;brown
22231,Apocalypse Now,apocalypse now;movie;helicopters;vietnam;war,red;orange
22232,the City of Lost Children,city of lost children;movie;french;film,brown;black
22233,A Clockwork Orange,a clockwork orange;kubrick;movie;face;eyes,pink
22234,Lola rennt,run lola run;lola rennt;movie;german;faces,gray;red;brown;white
22235,What is reality,the matrix;matrix;movie;code;green,green;black
22236,Minority Report,minority report;movie;eye;tom cruise,gray;blue;black
22237,Requiem for a Dream,requiem for a dream;movie;eye;pupil,gray;black;white;red
22238,singles,singles;movie;gray;texture,gray
22239,Tombstone,tombstone;movie;western;cowboys,gray;black;red;orange
22240,Trainspotting,trainspotting;movie;faces;orange,orange;gray
22241,Star Wars,star wars;yoda;lightsaber;movie;jedi,black;brown;red
22242,Harry Potter,harry potter;owl;hedwig;movie;wizard,brown;blue;gray
22251,Music Icons,music;title;header;red,red
22252,hoobastank,hoobastank;band;music;rock;logo,gray;white
22253,frogstomp,silverchair;frogstomp;frog;band;music,white;green
22254,Pearl Jam,pearl jam;band;music;rock;sky,blue
22255,pink floyd,pink floyd;band;music;rock,gray;white
22256,nine inch nails,nine inch nails;nin;band;music;industrial,brown;yellow;gray
22257,Axis of Justice,axis of justice;fist;music;activism,brown;gray
22258,The International Lovers,band;music;sunglasses;gray,gray
22301,Simpsons,the simpsons;simpsons;bart simpson;cartoon;tv show,gold;yellow;red
22302,Simpsons,the simpsons;simpsons;homer simpson;cartoon;tv show,gold;cyan;yellow
22303,Simpsons,the simpsons;simpsons;cartoon;tv show;yellow,gold;cyan;yellow
22304,Simpsons,the simpsons;simpsons;cartoon;tv show;yellow,gold;yellow;cyan
22305,Simpsons,the simpsons;simpsons;cartoon;tv show;yellow,blue;gold
22306,Beavis and Butt-Head,beavis and butt-head;mtv;cartoon;tv show,gray;orange
22348,[Na],anime;rei ayanami;evangelion;girl;blue hair;red eyes,white;blue;gray
22351,Tool,tool;band;music;rock;fire,black;gray;red
22352,mars volta,the mars volta;band;music;rock,gray;white;black;brown
22401,,blue;dark;abstract;tech,blue;black
22451,I <3 Britney Spears,britney spears;heart;pop;music;love,white;brown
22651,Apple Icons,apple;title;header;red,red
22751,,apple;white;mac;hardware;minimal,white
22752,Lick it,apple;apple logo;mac;aqua;blue,white;blue
22851,.mac,apple;apple logo;.mac;mac;white,white
22852,MAC,mac;finder;face;blue;apple,blue;white
22853,,green;button;aqua;mac os x;gray,white
22854,,red;button;aqua;mac os x;blue,blue
22951,Other Comp' & OS Icons,computers;os;title;header;red,red;white;gray
23001,digiOB,digital obsession;gold;metallic;tech,brown;yellow
23002,digiOB,digital obsession;green;dark;tech,gray;green;black;brown
23003,,digital obsession;face;blue;man;dark,blue;cyan;black;gray
23004,,digital obsession;face;orange;art,orange;brown
23005,,digital obsession;guitar;music;electric guitar,brown;white;gray
23006,,digital obsession;orange;face;art,red;orange;brown
23007,,digital obsession;marijuana;leaf;weed;purple,gray;blue
23008,,digital obsession;marijuana;leaf;weed;green,gray;green
23009,,digital obsession;red;dark;abstract,gray;red;black
23010,,digital obsession;orange;fire;abstract,brown;orange
23011,,digital obsession;green;glow;abstract,green;black
23012,,digital obsession;dark;gray;face,gray;black
23013,,digital obsession;orange;texture;rust,brown;orange
23014,,digital obsession;eyes;face;brown,brown;red;black
23015,,digital obsession;cyan;robot;tech,cyan;gray
23016,,digital obsession;red;blood;grunge,red
23017,,digital obsession;blue;dark;abstract,blue;gray;black;green
23018,,digital obsession;teal;abstract;glow,cyan;green
23019,,digital obsession;cyborg;robot;red eyes;metallic,gray;white;black;brown
23020,Digital Obsession,digital obsession;olive;metallic;tech,gold;yellow;gray;black
23021,,digital obsession;orange;green;abstract,red;yellow;orange;brown
23022,,digital obsession;blue;face;eyes,blue
23023,,digital obsession;brown;face;metallic,brown;red;black
23024,,digital obsession;green;glow;abstract,green
23025,,digital obsession;yellow;green;abstract,green;gold;yellow
23026,,digital obsession;purple;pink;abstract,pink
23027,,digital obsession;metallic;robot;gray,gray
23028,,digital obsession;metallic;silver;tech,gray;blue;white
23029,,digital obsession;teal;landscape;abstract,cyan;green;gray
23030,,digital obsession;skin;belly;navel;body,brown;gray;orange
23031,breathe it,digital obsession;senses;flowers;script,white;gray
23032,hear it,digital obsession;senses;ear;woman;sepia,brown;gray
23033,predict it,digital obsession;senses;eyes;blue;glowing eyes,blue
23034,see it,digital obsession;senses;eye;close-up,gray;red;brown
23035,taste it,digital obsession;senses;mouth;lips;tongue,blue;pink;gray
23036,touch it,digital obsession;senses;hand;skin;sepia,gray;white
23037,,digital obsession;purple;abstract;eye,purple;pink
23038,,digital obsession;skin;body;blue;photo,red;gray;blue;brown
23039,DO,digital obsession;comic;face;orange;art,orange;red;brown
23040,DO,digital obsession;comic;face;blue;art,blue
23041,DO,digital obsession;comic;green;helmet;art,green;black
23042,DO,digital obsession;comic;red;face;art,red;orange
23043,DO,digital obsession;comic;woman;eyes;pink hair,pink;red
23044,DO,digital obsession;comic;orange;face;art,orange;brown;red
